Animal_Name,Wali_Score_Onset,Wali_Score_Bout,Wali_Score_Running_into_Itself,VK_Score_Onset,VK_Score_Bout,VK_Score_Running_into_Itself,T1sum5minavg,T1_sum60min,T1_baselineavg,T1_30avg,T1_respbaseline,T2sum5minavg,T2_sum60min,T2_baselineavg,T2_30avg,T2_respbaseline,T1_TotalDist,T1_PercentCornerDist,T1_PercentPeripheralDist,T1_PercentCenterDist,T1_PercentCornerTime,T1_PercentPeripheralTime,T1_PercentCenterTime,T2_TotalDist,T2_PercentCornerDist,T2_PercentPeripheralDist,T2_PercentCenterDist,T2_PercentCornerTime,T2_PercentPeripheralTime,T2_PercentCenterTime,DD0Tau1ChiSq,DD0Power1,DD0Signif1,DD0PowerFFT,DD0Tau2ChiSq,DD0Power2,DD0signif2,DD0TauFFT,DD0AvgCounts,DD0Lightcounts,DD0DarkCounts,DD0TotalCounts,DD0Lightcounts,DD0Alpha,DD1Tau1ChiSq,DD1Power1,DD1Signif1,DD1PowerFFT,DD1Tau2ChiSq,DD1Power2,DD1Signif2,DD1TauFFT,DD1AvgCounts,DD1Lightcounts,DD1DarkCounts,DD1TotalCounts,DD1percentLightcounts,DD1Alpha,DD2Tau1ChiSq,DD2Power1,DD2Signif1,DD2PowerFFT,DD2Tau2ChiSq,DD2Power2,DD2Signif2,DD2TauFFT,DD2AvgCounts,DD2Lightcounts,DD2DarkCounts,DD2TotalCounts,DD2percentLightcounts,DD2Alpha,DDMAP0Tau1ChiSq,DDMAP0Power1,DDMAP0Signif1,DDMAP0PowerFFT,DDMAP0Tau2ChiSq,DDMAP0Power2,DDMAP0Signif2,DDMAP0TauFFT,DDMAP0AvgCounts,DDMAP0Lightcounts,DDMAP0DarkCounts,DDMAP0TotalCounts,DDMAP0percentLightcounts,DDMAP0Alpha,DDMAP1Tau1ChiSq,DDMAP1Power1,DDMAP1Signif1,DDMAP1PowerFFT,DDMAP1Tau2ChiSq,DDMAP1Power2,DDMAP1Signif2,DDMAP1TauFFT,DDMAP1AvgCounts,DDMAP1Lightcounts,DDMAP1DarkCounts,DDMAP1TotalCounts,DDMAP1percentLightcounts,DDMAP1Alpha,DDMAP2Tau1ChiSq,DDMAP2Power1,DDMAP2Signif1,DDMAP2PowerFFT,DDMAP2Tau2ChiSq,DDMAP2Power2,DDMAP2Signif2,DDMAP2TauFFT,DDMAP2AvgCounts,DDMAP2Lightcounts,DDMAP2DarkCounts,DDMAP2TotalCounts,DDMAP2percentLightcounts,DDMAP2Alpha,DDMAP3Tau1ChiSq,DDMAP3Power1,DDMAP3Signif1,DDMAP3PowerFFT,DDMAP3Tau2ChiSq,DDMAP3Power2,DDMAP3Signif2,DDMAP3TauFFT,DDMAP3AvgCounts,DDMAP3Lightcounts,DDMAP3DarkCounts,DDMAP3TotalCounts,DDMAP3percentLightcounts,DDMAP3Alpha,DDMAP4Tau1ChiSq,DDMAP4Power1,DDMAP4Signif1,DDMAP4PowerFFT,DDMAP4Tau2ChiSq,DDMAP4Power2,DDMAP4Signif2,DDMAP4TauFFT,DDMAP4AvgCounts,DDMAP4Lightcounts,DDMAP4DarkCounts,DDMAP4TotalCounts,DDMAP4percentLightcounts,DDMAP4Alpha,DDMAP5Tau1ChiSq,DDMAP5Power1,DDMAP5Signif1,DDMAP5PowerFFT,DDMAP5Tau2ChiSq,DDMAP5Power2,DDMAP5Signif2,DDMAP5TauFFT,DDMAP5AvgCounts,DDMAP5Lightcounts,DDMAP5DarkCounts,DDMAP5TotalCounts,DDMAP5percentLightcounts,DDMAP5Alpha,LDTau1ChiSq,LDPower1,LDSignif1,LDPowerFFT,LDTau2ChiSq,LDPower2,LDSignif2,LDTauFFT,LDAvgCounts,LDLightcounts,LDDarkCounts,LDTotalCounts,LDpercentLightcounts,LDAlpha
WT209G3N2F20636,1,2,0,1,3,1,6584.4,9181.8,592.9090909,1104.766667,511.8575758,8302.2,10553,423,1303.033333,880.0333333,9673.9,16.4,68.6,31.4,27.7,76.4,23.6,7029.1,11.8,53,47,20.3,62.5,37.5,23.6,3471.162,308.9,0.206,11.8,250.56,171.263,0.042,34.573,281.696,49503.565,49785.261,0.566,3.678,23.7,1682.562,310.042,0.25,11.9,123.393,172.464,0.042,37.591,457,53674.1,54131.1,0.844,11.87,23.6,1598.76,308.9,0.235,11.8,201.59,171.263,0.042,32.514,125.2,46695.5,46820.7,0.267,2.38,23.8,2466.57,311.184,0.082,24.6,448.559,320.306,0.043,30.696,47.318,44155.295,44202.614,0.107,7.655,23.8,985.316,311.184,0.158,32.1,363.008,405.052,0.042,34.092,48.1,49044.2,49092.3,0.098,8.99,24.1,972.793,314.607,0.151,12,155.636,173.663,0.042,35.392,2.6,50962.2,50964.8,0.005,8.65,23.8,614.36,311.184,0.078,27.2,334.556,349.834,0.042,34.525,79.3,49636.9,49716.2,0.16,9.11,23.7,476.427,310.042,0.094,22.1,279.547,291.734,0.042,24.53,78.2,35245.3,35323.5,0.221,4.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1755.839,312.325,0.279,11.9,134.378,172.464,0.042,21.542,250.7,30769.1,31019.8,0.808,12.45
WT209G3N2F20637,1,2,0,1,2,0,3546.8,5159.4,455.7272727,551.7666667,96.03939394,3643.2,4540,420.4545455,544.0333333,123.5787879,7361.9,12.4,58.7,41.3,15.1,51,49,6568.1,15,64,36,18.5,64.6,35.4,23.9,3944.507,312.325,0.267,16,231.117,221.057,0.042,32.64,380.174,46621.783,47001.957,0.809,11.878,23.9,1759.435,312.325,0.269,16,153.838,221.057,0.042,33.248,450.2,47427.1,47877.3,0.94,12.54,23.9,1845.057,312.325,0.28,11.9,121.727,172.464,0.042,32.674,338.6,46711.8,47050.4,0.72,12.93,24.1,3051.931,314.607,0.101,12,403.154,173.663,0.042,27.141,292.705,38790.727,39083.432,0.749,7.186,23.9,917.858,312.325,0.079,12,184.304,173.663,0.042,28.605,360.3,40830.3,41190.6,0.875,8.99,23.9,669.283,312.325,0.114,22.2,287.966,292.881,0.042,27.071,260.9,38721.8,38982.7,0.669,11.25,23.9,940.496,312.325,0.134,19.5,236.489,261.797,0.042,26.205,299.5,37435.8,37735.3,0.794,9.87,23.9,1043.334,312.325,0.139,12.2,281.663,176.06,0.037,31.13,318.3,44508.7,44827,0.71,1.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1864.21,312.325,0.306,15.9,149.556,219.885,0.042,19.572,224.2,27959,28183.2,0.796,13.43
WT209G3N2F20638,1,0,0,2,0,0,5032.6,6726.8,390.0909091,826.2666667,436.1757576,6349.8,7251.4,340.8181818,996.5,655.6818182,6785.2,17.5,68.7,31.3,29.3,75.7,24.3,5976,17.2,66.2,33.8,35.8,72.6,27.4,23.8,4458.917,311.184,0.3,11.9,233.897,172.464,0.042,38.621,360.304,55253.261,55613.565,0.648,10.074,23.8,2008.324,311.184,0.312,11.9,199.969,172.464,0.042,35.818,485.2,51092.8,51578,0.941,13.62,23.7,1995.33,310.042,0.313,15.8,161.636,218.711,0.042,40.996,343.5,58690.2,59033.7,0.582,12.72,23.9,6086.191,312.325,0.226,23.2,463.808,304.329,0.042,40.507,3.955,58325.682,58329.636,0.007,9.818,23.8,1673.582,311.184,0.242,11.9,253.551,172.464,0.042,41.836,17.2,60226.9,60244.1,0.029,3.34,23.8,1740.727,311.184,0.227,11.9,310.147,172.464,0.042,41.136,0,59235.5,59235.5,0,11.75,23.9,1629.714,312.325,0.238,12,207.388,173.663,0.042,41.717,0,60072,60072,0,12.83,23.9,1617.807,312.325,0.238,12,176.666,173.663,0.042,42.754,0.2,61565.7,61565.9,0,11.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1791.298,312.325,0.253,12,153.977,173.663,0.042,19.719,233.6,28161.1,28394.7,0.823,15.25
WT209G3N2F20639,1,0,0,1,1,0,1535.4,2630.8,400.9090909,259.7333333,-141.1757576,2418.8,3655.2,312.5454545,333.5333333,20.98787879,5978.5,28.4,81.4,18.6,50.4,91.1,8.89,5050.7,25.4,80.1,19.9,58.1,90.3,9.7,23.8,2449.66,311.184,0.185,11.9,146.905,172.464,0.042,20.176,105.696,28948.13,29053.826,0.364,8.23,23.8,1516.226,311.184,0.171,11.9,202.48,172.464,0.042,9.733,106.1,13909.3,14015.4,0.757,14.12,23.8,1430.02,311.184,0.191,11.9,108.436,172.464,0.042,25.779,78,37044.3,37122.3,0.21,5.94,23.9,3699.067,312.325,0.147,22.6,538.397,297.464,0.042,15.68,3.568,22575.659,22579.227,0.016,10.366,23.9,1492.991,312.325,0.176,11.9,242.752,172.464,0.042,10.871,15.7,15638.5,15654.2,0.1,9.52,23.9,1385.882,312.325,0.202,11.9,117.167,172.464,0.042,15.953,0,22972.3,22972.3,0,11.38,23.6,1090.394,308.9,0.163,25.7,292.735,332.821,0.042,15.562,0,22409.6,22409.6,0,10.02,23.9,594.237,312.325,0.094,20.9,329.339,277.947,0.042,16.304,0,23477.1,23477.1,0,10.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1305.745,312.325,0.121,11.9,173.804,172.464,0.042,6.144,69.2,8778.2,8847.4,0.782,11.17
WT209G3N2F20640,2,1,0,3,1,0,3079.8,5466,509.0909091,521.7666667,12.67575758,2590.4,3837.4,328.6363636,401.4,72.76363636,6925.1,19.2,70.4,29.6,34.8,77,23,4747,32.5,83.4,16.6,66.9,93.5,6.5,23.7,1902.79,310.042,0.088,25.2,442.276,327.136,0.042,19.11,161.13,27357.522,27518.652,0.586,4.83,23.7,1024.175,310.042,0.165,20.2,258.66,269.882,0.042,18.667,253.9,26626.6,26880.5,0.945,9.98,23.7,674.442,310.042,0.075,19.8,264.749,265.264,0.042,16.363,64.1,23498.1,23562.2,0.272,2.59,24,3561.33,313.466,0.16,12,245.521,173.663,0.042,25.791,79.977,37059,37138.977,0.215,0.514,23.9,1510.514,312.325,0.188,12,261.593,173.663,0.042,39.026,177.9,56019.6,56197.5,0.317,1.94,23.9,1633.404,312.325,0.25,22.2,235.11,292.881,0.042,36.178,49.8,52046.1,52095.9,0.096,2.78,23.9,851.36,312.325,0.135,26.7,316.044,344.169,0.042,22.536,48.6,32403.5,32452.1,0.15,1.52,24,534.411,313.466,0.065,21,354.426,279.098,0.008,12.649,43.4,18171.6,18215,0.238,0.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.1,1227.028,314.607,0.206,12.1,134.72,174.862,0.042,11.361,132.3,16227,16359.3,0.809,14.1
WT209G3N2F20641,2,1,0,3,1,0,6773.6,10032.4,442.8181818,1119.666667,676.8484848,7004.6,10244,325.9090909,1119.4,793.4909091,6909.6,14.4,58.5,41.5,18.1,59.6,40.4,5684.9,17.7,68.3,31.7,27.3,75.3,24.7,23.6,3022.653,308.9,0.152,11.8,359.561,171.263,0.042,26.555,123,38116.043,38239.043,0.322,5.257,23.7,1558.164,310.042,0.224,11.8,209.767,171.263,0.042,27.504,221,39384.8,39605.8,0.558,10.56,23.5,1363.425,307.758,0.15,11.7,213.273,170.062,0.042,26.037,61.9,37431.7,37493.6,0.165,5.74,24,3057.514,313.466,0.144,11.8,159.267,171.263,0.042,22.661,2.864,32629.659,32632.523,0.009,7.305,23.9,1141.345,312.325,0.19,11.9,161.71,172.464,0.042,33.607,12.4,48382.1,48394.5,0.026,10.48,23.9,1210.926,312.325,0.198,22.4,247.64,295.173,0.042,26.534,0,38208.8,38208.8,0,10.14,23.9,912.222,312.325,0.121,25.5,282.206,330.548,0.042,24.133,0.1,34751.8,34751.9,0,6.22,24.7,543.417,321.445,0.08,22.2,279.902,292.881,0.042,13.747,0.1,19796,19796.1,0.001,4.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1680.561,312.325,0.229,11.9,125.165,172.464,0.042,20.246,242.8,28911.1,29153.9,0.833,11.51
WT209G3N2F20642,1,2,1,x,x,x,3750.6,5568.4,369.7272727,630.0666667,260.3393939,3455.6,4137,308.7272727,528.0666667,219.3393939,6242.3,13.3,58.2,41.8,17.1,63,37,4917.9,30,85.4,14.6,40.5,91.6,8.4,23.8,3533.78,311.184,0.229,11.9,255.566,172.464,0.042,23.301,195.783,33357.652,33553.435,0.583,8.887,23.9,1738.169,312.325,0.247,11.9,138.532,172.464,0.042,24.304,308.9,34689.4,34998.3,0.883,12.17,23.7,1477.958,310.042,0.225,11.9,137.568,172.464,0.042,22.996,131.7,32983.1,33114.8,0.398,6.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1704.46,312.325,0.218,12,149.603,173.663,0.042,19.153,223.8,27357.1,27580.9,0.811,11.9
WT209G3N2F20643,2,3,1,1,2,1,2989.8,5487.8,670.9090909,502.4333333,-168.4757576,2997.2,4403.2,326.1818182,452.1666667,125.9848485,10452.4,23.3,77.6,22.4,37.3,82.3,17.7,4638.7,32,87.5,12.5,54.8,92.2,7.79,23.6,2532.039,308.9,0.146,11.8,696.893,171.263,0.042,23.835,89.611,34232.611,34322.222,0.261,3.844,23.7,1629.045,310.042,0.162,11.8,493.659,171.263,0.042,23.619,31,33980.9,34011.9,0.091,0.52,23.5,1164.172,307.758,0.155,11.7,251.652,170.062,0.042,24.104,162.875,34547.25,34710.125,0.469,8,23.7,1553.074,310.042,0.047,24.7,1447.672,321.445,0.04,24.268,87.293,34859.317,34946.61,0.25,3.032,23.7,1181.312,310.042,0.167,11.8,255.561,171.263,0.042,29.051,0,41833.8,41833.8,0,5.17,26,776.708,336.228,0.105,12,329.152,173.663,0.037,24.144,0.1,34766.9,34767,0,0.67,23.6,737.861,308.9,0.058,11.8,318.641,171.263,0.042,24.818,240.8,35497.8,35738.6,0.674,1.67,25.5,782.792,330.548,0.176,27.8,332.427,356.624,0.037,21.487,117,30824.7,30941.7,0.378,4.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1078.646,312.325,0.161,11.9,188.16,172.464,0.042,12.433,178.909,17724.909,17903.818,0.999,8.018
WT209G3N2F20644,2,1,0,1,3,1,6456,10597.8,640.5454545,1035.3,394.7545455,7258.4,12453.6,599.2727273,1196.533333,597.2606061,10526.3,19.8,68.7,31.3,32.7,75.8,24.2,9594.8,19.3,71.5,28.5,32.5,79.6,20.4,23.4,2741.898,306.615,0.177,11.7,329.803,170.062,0.044,28.314,74.167,40697.722,40771.889,0.182,2.306,23.6,1485.029,308.9,0.2,11.7,198.234,170.062,0.042,27.642,131.8,39672.3,39804.1,0.331,4.01,23.4,1277.762,306.615,0.219,11.7,158.348,170.062,0.042,29.154,2.125,41979.5,41981.625,0.005,10.2,25.2,1072.948,327.136,0.075,26.9,993.286,346.436,0.038,30.669,116.78,44047.195,44163.976,0.264,5.012,23.9,1026.628,312.325,0.1,11.8,435.63,171.263,0.042,36.338,0,52327.1,52327.1,0,12.57,26.6,621.145,343.036,0.1,13.4,455.694,190.374,0.037,34.408,107.9,49439,49546.9,0.218,4.99,25.7,1542.093,332.821,0.231,23.6,241.487,308.9,0.037,35.82,117.1,51463,51580.1,0.227,5.55,28.1,646.156,360.016,0.116,23.9,560.864,312.325,0.033,19.179,253.8,27364.4,27618.2,0.919,2.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1120.577,312.325,0.184,21.7,258.381,287.144,0.042,15.615,157.273,22328.636,22485.909,0.699,11.955
WT209G3N2F20645,2,1,0,2,1,0,4430.2,7098.8,487.3636364,721.7666667,234.4030303,3446.4,5126.8,389.9090909,536.5333333,146.6242424,8813.3,17.3,67,33,32,77.8,22.2,7093.6,20.2,84.7,15.3,32.3,89,11,23.8,2567.104,311.184,0.164,15.8,469.605,218.711,0.042,22.56,208.278,32278.111,32486.389,0.641,9.878,23.7,1485.925,310.042,0.169,11.9,251.398,172.464,0.042,22.07,252.6,31527.6,31780.2,0.795,10.06,23.7,1296.455,310.042,0.137,15.9,349.647,219.885,0.042,23.173,152.875,33216.25,33369.125,0.458,9.65,24.1,3193.267,314.607,0.105,12,700.826,173.663,0.042,23.14,197.634,33123.268,33320.902,0.593,5.802,23.9,1310.44,312.325,0.17,12,259.731,173.663,0.042,29.062,227.3,41621.9,41849.2,0.543,10,23.9,1095.436,312.325,0.113,12,366.553,173.663,0.042,26.884,220,38493,38713,0.568,4.45,23.9,1040.488,312.325,0.115,12.1,319.527,174.862,0.042,25.485,124.6,36573.5,36698.1,0.34,0.72,24.2,695.213,315.747,0.134,12,154.121,173.663,0.042,13.441,238.4,19117,19355.4,1.232,8.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1427.735,312.325,0.178,11.9,160.568,172.464,0.042,13.036,96.909,18674.909,18771.818,0.516,13.764
WT209G3N2F20646,1,1,0,2,1,0,14705,23446.2,523.7272727,2498.133333,1974.406061,16531,24093.6,484.1818182,2754.433333,2270.251515,9509.3,17.4,67.6,32.4,26.1,75,25,9923.2,17.7,71.9,28.1,39.8,83.2,16.8,23.8,3224.473,311.184,0.227,11.9,368.312,172.464,0.042,25.716,254.7,36775.95,37030.65,0.688,13.44,23.9,1666.341,312.325,0.217,11.9,177.952,172.464,0.042,25.507,349.9,36379.7,36729.6,0.953,13.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,3817.649,313.466,0.189,23,325.629,302.042,0.042,24.821,175.302,35566.698,35742,0.49,6.174,23.9,1454.842,312.325,0.21,12,115.913,173.663,0.042,33.499,305.1,47933,48238.1,0.632,10.6,24.2,1339.586,315.747,0.218,22.4,247.309,295.173,0.042,29.014,140.889,42833.444,42974.333,0.328,6.34,23.9,1174.862,312.325,0.178,28.7,326.539,366.793,0.042,28.328,163.7,40628.6,40792.3,0.401,10.11,23.7,592.921,310.042,0.041,25.1,328.504,325.999,0.042,15.09,109.9,21620.1,21730,0.506,0.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1861.298,312.325,0.251,12,193.96,173.663,0.042,20.723,237.5,29604.083,29841.583,0.796,11.725
WT209G3N2F20647,1,0,0,x,x,x,5340.8,8326,481.2727273,887.0333333,405.7606061,7098.2,10059.2,572,1111,539,8221.6,18,62.3,37.7,33.8,76.1,23.9,7720.4,16.1,67.6,32.4,31.2,76.2,23.8,23.8,1743.36,311.184,0.145,11.9,359.657,172.464,0.044,19.494,214.6,27856.5,28071.1,0.764,6.705,23.7,907.278,310.042,0.076,11.9,254.894,172.464,0.042,15.819,170.5,22608.6,22779.1,0.748,5.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.5,421.556,307.758,0.008,18.8,328.329,253.693,0.506,4.455,0.071,6415.214,6415.286,0.001,1.007,23.5,405.25,307.758,0.014,18.8,310.042,253.693,0.425,5.497,0.1,7915.3,7915.4,0.001,0.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,1489.169,313.466,0.18,12,360.498,173.663,0.042,16.752,152.917,23969.333,24122.25,0.634,9.1
WT209G3N2F20648,2,1,0,2,1,0,5754.4,8556,417.9090909,912.4,494.4909091,5526.2,8693.2,374.1818182,806.6333333,432.4515152,9143.5,16.3,72,28,21.3,79.6,20.4,6599.9,16.9,71,29,27.8,75.9,24.1,23.8,3715.26,311.184,0.247,11.9,240.741,172.464,0.042,30.412,353.522,43439.043,43792.565,0.807,11.526,23.9,1645.923,312.325,0.214,15.9,189.679,219.885,0.042,31.591,391.4,45100,45491.4,0.86,11.72,23.8,1728.579,311.184,0.239,11.9,174.374,172.464,0.042,29.817,360.1,42576,42936.1,0.839,13.27,24.1,5048.548,314.607,0.195,12,546.26,173.663,0.042,23.282,147.159,33378.568,33525.727,0.439,7.12,23.9,1265.513,312.325,0.175,12,341.64,173.663,0.042,24.314,98.6,34913.5,35012.1,0.282,0.99,23.9,1378.174,312.325,0.213,12.1,227.933,174.862,0.042,27.057,271.8,38690.9,38962.7,0.698,8.04,23.9,1300.183,312.325,0.225,26,298.68,336.228,0.042,23.816,139,34156.5,34295.5,0.405,10.56,23.9,1285.437,312.325,0.194,12.1,189.2,174.862,0.042,22.282,126.4,31959.2,32085.6,0.394,9.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1131.431,312.325,0.099,20.3,232.039,271.035,0.042,17.862,190.4,25530.9,25721.3,0.74,11.95
WT209G3N2F20649,x,x,x,x,x,x,6296.8,10013.4,553.8181818,1029.466667,475.6484848,4940.4,6958,428.4545455,790.2666667,361.8121212,8600.5,24.9,76.7,23.3,28.6,72.3,27.7,8065.3,16.2,75.2,24.8,22.5,74.3,25.7,23.3,2244.009,305.473,0.139,11.7,329.799,170.062,0.043,20.438,21.304,29410.043,29431.348,0.072,3.783,23.4,1235.347,306.615,0.138,11.8,252.102,171.263,0.042,23.089,1.6,33246.9,33248.5,0.005,0.82,23.3,1071.071,305.473,0.11,11.6,212.257,168.86,0.042,18.708,0,26938.9,26938.9,0,7.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1293.062,312.325,0.161,11.9,218.388,172.464,0.042,15.595,174.7,22282.4,22457.1,0.778,14.49
WT209G3N2F20650,2,1,0,2,2,0,6564.6,9324.2,533.8181818,1064.2,530.3818182,7484.4,10103,411.6363636,1240.066667,828.430303,9205.9,12.1,60.5,39.5,19.7,66.6,33.4,6468.2,11.5,58.7,41.3,19.1,65.2,34.8,23.5,1266.188,307.758,0.037,11.8,269.723,171.263,0.042,11.7,89.111,16759.111,16848.222,0.529,1.544,23.6,742.368,308.9,0.051,11.8,226.16,171.263,0.042,12.921,160.4,18445.9,18606.3,0.862,6.46,23.4,710.051,306.615,0.054,11.7,224.914,170.062,0.042,10.174,0,14650.625,14650.625,0,4.6,23.8,3116.955,311.184,0.117,11.9,488.169,172.464,0.042,29.882,73.293,42956.829,43030.122,0.17,11.078,23.7,848.317,310.042,0.055,20.8,343.15,276.796,0.042,16.364,13.8,23550.8,23564.6,0.059,10.82,23.8,1332.959,311.184,0.172,11.9,166.998,172.464,0.042,33.276,0,47917.7,47917.7,0,13.97,23.9,1135.769,312.325,0.087,11.9,452.522,172.464,0.042,36.609,0,52716.6,52716.6,0,13.89,23.8,813.93,311.184,0.195,26.7,347.088,344.169,0.042,36.267,286.7,51937.9,52224.6,0.549,6.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1016.588,312.325,0.055,12,500.052,173.663,0.042,9.323,88.273,13336.273,13424.545,0.658,9.118
WT209G3N2F20651,2,2,0,2,1,0,3263.2,5011.2,574.5454545,553.1,-21.44545455,3153.8,4983,240.6363636,527.1,286.4636364,9638.9,23.2,74.2,25.8,42.3,83.6,16.4,4575.8,22.9,76.7,23.3,55.4,85.9,14.1,23.6,2570.348,308.9,0.11,15.7,701.026,217.537,0.042,23.719,143.5,34012.556,34156.056,0.42,7.522,23.6,1530.617,308.9,0.132,15.7,410.837,217.537,0.042,22.361,231.5,31968.7,32200.2,0.719,12.07,23.6,1232.888,308.9,0.137,15.7,369.538,217.537,0.042,25.417,33.5,36567.375,36600.875,0.092,1.837,24,4796.856,313.466,0.222,16,346.435,221.057,0.042,26.238,3.463,37778.854,37782.317,0.009,9.912,23.8,1470.889,311.184,0.199,15.9,212.824,219.885,0.042,28.713,0.8,41346.1,41346.9,0.002,12.79,23.9,1652.114,312.325,0.233,16.2,207.813,223.401,0.042,34.214,5.2,49262.4,49267.6,0.011,12.85,23.9,1764.464,312.325,0.254,22.3,214.068,294.027,0.042,33.002,4.8,47518.2,47523,0.01,11.68,23.9,639.849,312.325,0.103,20.5,385.741,273.341,0.042,11.646,3.4,16766.6,16770,0.02,3.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1227.788,312.325,0.142,12,166.908,173.663,0.042,13.537,171.636,19321.273,19492.909,0.881,12.309
WT209G3N2F20652,2,2,0,3,2,0,6368.6,10865.6,629.9090909,1064.2,434.2909091,5688.6,9625.2,521.5454545,927.6333333,406.0878788,9806.1,18.7,64.3,35.7,30.2,73.6,26.4,7838.3,12.3,63.9,36.1,19.2,70.2,29.8,23.5,1706.387,307.758,0.114,15.6,252.873,216.363,0.042,18.338,116.278,26290.667,26406.944,0.44,1.617,23.6,1093.421,308.9,0.124,11.8,185.511,171.263,0.042,18.832,181.5,26936.1,27117.6,0.669,7.91,23.2,893.194,304.329,0.105,15.5,214.015,215.188,0.042,17.721,34.75,25483.875,25518.625,0.136,6.25,23.9,3414.822,312.325,0.168,24.8,458.66,322.584,0.042,23.04,5.854,33172.341,33178.195,0.018,10.376,23.7,1154.518,310.042,0.138,11.8,361.899,171.263,0.042,26.071,0,37541.6,37541.6,0,10.48,23.9,1239.491,312.325,0.192,16.1,206.295,222.23,0.042,26.29,0,37857.4,37857.4,0,12.21,23.9,1209.383,312.325,0.155,12.7,132.237,182.037,0.042,26.36,0,37958.5,37958.5,0,12.45,24.2,1097.849,315.747,0.173,12.1,179.51,174.862,0.042,15.745,24,22649.1,22673.1,0.106,7.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.8,810.213,311.184,0.096,11.9,198.775,172.464,0.042,11.816,101.818,16912.818,17014.636,0.598,13.436
WT209G3N2F20653,0,2,0,0,2,0,5471.2,8633.2,553,898.0333333,345.0333333,4185.6,6770.4,480.4545455,691.7666667,211.3121212,8802.5,17.9,63.8,36.2,26.2,68.1,31.9,7032.5,16.4,65,35,21.9,71,29,23.7,2480.293,310.042,0.19,11.8,233.699,171.263,0.042,25.684,308.833,36676.667,36985.5,0.835,9.967,23.7,1622.634,310.042,0.21,11.9,248.847,172.464,0.042,26.675,400.3,38011.1,38411.4,1.042,14.5,23.6,1163.092,308.9,0.137,15.7,259.39,217.537,0.042,24.447,194.5,35008.625,35203.125,0.553,4.3,23.7,3559.143,310.042,0.108,22.9,386.043,300.898,0.042,26.435,91,37975.049,38066.049,0.239,4.915,23.6,1359.304,308.9,0.197,11.8,129.66,171.263,0.042,28.142,0.1,40523.9,40524,0,5.67,23.9,1340.914,312.325,0.176,25.7,288.36,332.821,0.042,28.72,0,41357.3,41357.3,0,10.1,23.6,1013.677,308.9,0.069,11.8,333.111,171.263,0.042,24.382,126.6,34983.2,35109.8,0.361,5.92,23.7,998.715,310.042,0.108,13.5,228.91,191.562,0.042,27.139,246.4,38833.3,39079.7,0.631,1.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1438.392,312.325,0.174,12,260.013,173.663,0.042,14.798,189.636,21120,21309.636,0.89,10.673
